text,location,interest
"Hi Malaysia ARMY, US ARMY is pushing Jimin’s #LikeCrazy digital right now.   If u would like to contribute, it will only cost u RM4.50 for each Like Crazy digital. My purchase will be counted for Billboard.   Anybody want to join the buying party plz kindly DM me 🙏🏻   #pasarBTS https://t.co/AznebEZS90",,technology
"After spending two decades overseas, Catherine Lian returned to become IBM Malaysia's Managing Director. She discusses the pressing need for bold policies to address the digital talent shortage, and why inclusive leadership matters.  #AWANInews https://t.co/bjNve9MeKm",,technology
"In retrospect, finding the right fit for Malaysia’s digital connectivity was a challenge especially in deploying digital infrastructure and connectivity in less populated areas. https://t.co/EQaxvw91lX",,technology
"https://t.co/mZqEiaWdsj A Fintech company in Malaysia and one of Ripple Inc many partners, MoneyMatch, now has a digital remittance license from Bank Negara Malaysia (BNM) allowing them to cater for the needs of both individuals and businesses (4 years ago)",,technology
"Nobody should be left behind in today's digital world. Discover how #Huawei is connecting the unconnected in Malaysia, changing the lives of the underprivileged in Simunjan via education in partnership with the Sarawak Multimedia Authority (SMA). #HuaweiMalaysia https://t.co/s2fRjQ1oL1",Sarawak,technology
"Through their Animation film, Mechamato, they brought home the #1 Anime Fan Award from Tokyo Anime Award Festival #TAAF2023.  Not only was that a huge milestone for Malaysia's animation field, and digital creative industry, https://t.co/txfn1kG41f",,technology
"Today, at the SG's Home in Makkah, HE Mr. @anwaribrahim, the PM of Malaysia visited HE Dr. Al-Issa, discussing MWL's initiative of building bridges between civilizations based on shared values. Malaysia's Minister of Foreign Affairs &amp  Minister of Comms &amp  Digital, also attended. https://t.co/sgDNBYhQAl",,technology
"95% of countries use digital car plates, time for Malaysia to do the same, says Dr Wee https://t.co/VNs5f2qvmm  https://t.co/VNs5f2qvmm",,technology
Malaysia has potential as digital hub leader in Southeast Asia   https://t.co/MxSx1hMde1 https://t.co/h3G3K351jE,,technology
"The American Boyfriend will be out in digital format on Penguin books Tues 25 July 2023.  Print copies in Singapore and India on same day, 1st Aug in Malaysia, 8th in the Philippines, 15th in Indonesia, UK and USA end Aug to mid-Sept.  Actual manuscript pic (final draft).👇 https://t.co/5EegKnse54",,technology
"The bankrupcy lawyer John Ray reconstructed accounting for FTX.  It was 1b in net revenues in 21 as expected for what was the third digital exchange.  There is 1.4m customers from Indonesia, Malaysia, M.E., India, China, Europe, Africa that will be happy to stay with a new owner https://t.co/UV5MLdtP5W",,technology
"Deputy HC @DWallace_KL said that Digital, Technology &amp  Cyber is the fastest growth sector in the UK’s bilateral trade with Malaysia which currently totals £5.9 billion. He called the UK-Malaysia Digital Innovation Programme a catalyst for commercial partnerships and investments. https://t.co/nXRKoh7MBh",,technology
"At the 🇬🇧🇲🇾 Digital Innovation Programme Demo Day, 10 UK net zero start-ups pitched their tech solutions for up to US$1m investment &amp  entry into @SunwayiLabs &amp  in support of the wider tech ecosystem in Malaysia. This was welcomed by Minister of Economy @RafiziRamli in his keynote https://t.co/p6rZbwFqrK",,technology
"Hello #KL 👋   In 2019, I visited @SunwayGroup for the 1st time w @gerardgrech and we looked out at Sunway’s university, hospitals, innovation lab and hotels and agreed to start a new digital innovation partnership that brought 🇬🇧 #startups to Malaysia to test and scale. https://t.co/eRg4ETP2hm",,technology
Ji Hyo's different digital advertisement board around Malaysia   #SongJihyoinKL #SongJiHyo #송지효 https://t.co/BAlc3N4PUp,,technology
"Faham je korang nak push for digitalized identification.  Im all for it kalau whole malaysia fully digitalized. (Read: Warga emas dan pedalaman)  If not, physical identification is still relevant while digital alternative can be done, whilst not abrogating the physical feature.",,technology
"1. The frequency and severity of cybersecurity attacks is on the rise in Malaysia, says Communications &amp  Digital Deputy Minister Teo Nie Ching.  The National Scam Response Centre received 3,482 genuine calls recording losses of RM27million for Jan-Feb this year alone,"" Teo said. https://t.co/HnQJXvsR2Q""",,technology
"At the ID on foreign debt focused on 'international financial obligations, digital systems &amp  human rights', 🇲🇾 expressed its commitment to drive the digital economy forward towards making Malaysia a globally competitive digital nation. https://t.co/tGDJPo8Fxd",,technology
Great news for Malaysia's digital economy!  The Malaysia Government's unwavering commitment to social justice is reflected in the inclusive and sustainable budget allocations of Belanjawan Madani 2023. https://t.co/Cl8E0yBTNv,,technology
Attention all eligible companies and training providers registered in Malaysia! 📢  Are you passionate about empowering the workforce of tomorrow and driving digital transformation in Malaysia? https://t.co/bCqdG1skRU,,technology
"AJI Indonesia &amp  5 Southeast Asian media groups (GeramM, @CIJ_Malaysia , AJTL, CamboJA, NUJP) are engaging in the Regional Collaboration project on press freedom issue.  Digital &amp  Physical Safety Training was conducted in Timor-Leste, Indonesia, and Malaysia during Feb-March 2023. https://t.co/NcgPfSa19v",,technology
"Cyberview would like to congratulate @themonstastudio for bringing home the #1 Anime Fan Award from Tokyo Anime Award Festival #TAAF2023 for their animation film, #Mechamato.   This marks yet another huge milestone for Malaysia's animation field, and digital creative industry.",,technology
"Malaysia’s Construction Sandbox launched by YBM of @MOSTI during the Digital Construction Summit 2023. The 11th @NTIS Sandbox, under the auspices of @MOSTI &amp  @MOWorks will help @myMRANTI commercialise technology &amp  innovation in Malaysia’s construction industry. #ideastoimpact https://t.co/u5d4gEP57O",,technology
"A total of 186 new Keluarga Malaysia Digital Economic Centres (PEDi) will be introduced nationwide this year to increase the level of internet literacy in the public, especially in rural areas.  Read more at https://t.co/HNPP7e5ajL https://t.co/GUdSfswUzG",,technology
"MDEC's MD Roadshow in Melaka promoted Malaysia Digital and encouraged investment in the state's digital economy, showcasing opportunities for growth and innovation. We thank the Melaka State Government on the support and commitment towards #MalaysiaDigital.  #SayaDigital https://t.co/rwdai9o4ya",Melaka,technology
"#Malaysia is very interesting for our European investors, interested in @ASEAN area. We are leading projects and digital and sustainability sectors. @OfficialMIDA  https://t.co/hsKSwVpe2l",,technology
Let's watch #AbangBrooch on @501Awani talking about Web3/NFT as an alternative marketplace for MSMEs in Malaysia! Exciting to see how digital initiatives by the government can help small biz thrive in the digital age! #nftcommunity #nftmalaysia #NFTartists #MSME #Malaysia #Nft https://t.co/cmWlYb2hOd,,technology
"1. Communications and Digital Minister Fahmi Fadzil has warned companies against using media outlets to lobby for tenders to provide 5G network equipment in Malaysia.   “If there’s any media listening to my speech now, stop it,” he says. https://t.co/MpdaqAmUSU",,technology
"1. MOE plans to continue efforts to address the issue of heavy school bags, including through the use of digital textbooks.  Deputy Minister Lim Hui Ying says, 754 digital textbooks have now been uploaded on the Digital Educational Learning Initiative Malaysia (DELIMa) platform. https://t.co/D5byhExG7n",,technology
"My top 5 takeaways from Invest Malaysia 2023  1. PMX - CGT not applied to IPO 2. Bursa - framework on LEAP to Main 3. Johan - RM10bil fuel subsidy leakage 4. Loke - HSR can go on, if private funded 5. Fahmi - Golden Digital Decade   There's others of course, all on @501Awani",,technology
"The cooperation between #China and Malaysia has great prospects in digital infrastructure, green #SilkRoad, and other areas, said Ong Tee Keat(翁诗杰), former Malaysian Minister of Transport. #TwoSessions2023 https://t.co/edTH8Oe4yQ",,technology
"Invest Malaysia berlansung sekarang. Keynote by PM. Speeches later today by ministers of Economy, MITI, Coms &amp  Digital, Transport. https://t.co/CmnVLlL51B",,technology
We will also have Malaysia VTuber Showcase at our booth! (We also on Boulevard's giant digital billboard) https://t.co/RpWHszykik,,technology
"@ComicsByVieN Seems like they did a digital/online release in 2021, &amp  Malaysian cinema release in 2023. According to wikipedia (lol) it's called Edge of the World in UK &amp  Rajah in Malaysia &amp  Brunei, maybe bc they thought the Rajah"" would appeal more to Malaysian/SEA audiences? Lmao idk lah""",,technology
MALAYSIA AUTOGATE FACILITIES FOR FOREIGNERS   🔵 Malaysia Digital Arrival Card (MDAC) ➡️ https://t.co/QBodTdaTXD  #MalaysiaMADANI  #KDNMADANI #imigresen #jim  ➡️ https://t.co/4W2bb4XoGI https://t.co/nHmkfcz9CW,,technology
Digital footprint 👣 https://t.co/iR0vZZn4Ih,,technology
It’s easier than ever to get your hands on a PS5 in Malaysia now! What better way to celebrate that than to give away 2 free PS5 Digital Editions! #LivefromPS5 #GamerBravesPS5  More info here:  https://t.co/2I2eAcYPQc https://t.co/MhJQeS8doQ,,technology
"The recent decision by Amazon Web Services (or AWS) to invest RM25.5 billion by 2037 in Malaysia, commemorate a significant milestone for our nation’s FDI story and digital economy. https://t.co/Y7ZhvlU9ik",,technology
"Exciting news for Malaysia! This a great boost for the tech &amp  digital ecosystem. RM25.5b investment into Msia, making it the first in the region for cloud computing infrastructure with 3 availability zones is a catalyst on many fronts. Looking forward to collaborating with AWS. https://t.co/AVF6CrDUDA",,technology
2 March 2023 - Exciting news for Malaysia's digital economy! Amazon Web Services (AWS) has announced its plan to invest RM25.5 billion in a cloud computing infrastructure in the country. https://t.co/qPsrwva6G8,,technology
"This significant investment reaffirms global investors' confidence in Malaysia's digital economy ecosystem, and the new AWS Region will provide a reliable, secure, and scalable platform for businesses, governments, and enterprises. https://t.co/SgL6s5sJsv",,technology
We welcome AWS &amp  it's first Regional Infrastructure in Malaysia with a planned total investment value of RM25.5 billion. We look forward to our continued collaboration with AWS to advance our Malaysia Digital national strategic initiative.  #SayaDigital #MalaysiaDigital https://t.co/AvkKW1v4Pk,,technology
RM25.5 bln AWS investment affirms Malaysia's importance as digital hub of choice - @fahmi_fadzil    https://t.co/gdr1ZHkV62 https://t.co/u4HQVW8NFf,,technology
"Malaysia to see an even greater increase in digital transformation, digital trust in society from AWS' RM25.5 billion investment -- PM @anwaribrahim https://t.co/QeaRK0MAlR",,technology
"Networking with @AimanPsikologi (250k+ followers on Twitter) sharing mengenai topic psikologi di Malaysia.  A talented &amp  highly intelligent dude.   We discussed:  + bisnes &amp  psikologi + content creation framework + marketing utk produk digital  Kalau belum, please follow him☝️ https://t.co/htciIlcmgU",,technology
A robust Halal certified food industry + border security cooperation + push for digital governance = stronger Philippine-Malaysia Relationship.   Cabinet Secretary in Attendance Duties Day 1... https://t.co/5XZcudc5wG,,technology
"A proud moment !   In collaboration with @DNB_Official, we are showcasing how #5G enabled education is bridging the digital divide in Malaysia 🇲🇾   More on this story ⤵️#EricssonMWC #MWC23",,technology
"As the digital landscape evolves, Malaysia is in growing need to update the Communications and Multimedia Act 1998.  One crucial update to the Act is the regulation of alternative media sites, esp when public interest issues are reported in a way that mimics real reporting.",,technology
"Attended back to back selective 19 sessions at  #MWCBarcelona ! Listening and then seeing the many advances in mobile telecommunications and digital economy space, makes me really angry with what is happening in Malaysia ! Absence of leadership in this space is shocking ! https://t.co/3l1r4JTv8L",,technology
Congratulations to @JohanMerican on his appointment as the new Treasury Secretary General. We are thrilled to have a leader who understands the crucial role that the digital economy can play in boosting Malaysia's economy. @MOFmalaysia #MalaysiaDigital,,technology
"Welcome and Opening Remarks at the 27th Digital Financial Services Working Group Meeting in Malaysia, Kuala Lampur #dgswg #afi #DigitalPayments #policy #regulation #malaysia",,technology
"Exciting news! MDEC has signed an MoU with @GSMA, the Groupe Speciale Mobile Association, to accelerate the development of 5G applications and spur Malaysia's digital economy growth. https://t.co/BxhlsGU9H3",,technology
Honoured to be given the opportunity to contribute to this important document for Malaysia. Enhancing familiarity must be the first step to increasing maturity within the space of Digital Health &amp  this will naturally lead to greater adoption of innovations &amp  solutions in Malaysia https://t.co/OtpS1NTVlh,,technology
"Hi friends, currently running a survey on digital literacy awareness for senior citizens aged &gt 60 in Malaysia. Takes 10-15 mins &amp  comes in 3 languages. Appreciate if you can share with your elderly friends/grandparents 🙂   Thanks in advance!  https://t.co/RYx4aCiU80 https://t.co/FZH4RFLosy",,technology
"Introducing @Irfnmkhls , a Digital Craftsman from Malaysia🇲🇾  Irfan will be providing advice to our community and helping with our Twitter Spaces (launching soon)📚  He specialises in 3D Art &amp  Graphic Design!  Check out his artwork 👇  #SolanaNFTS #NFTs #NFTartist #NFTart https://t.co/h9QCCsTw8Y",,technology
Pleased to host the presentation of the results of a research project by University of Turku and Universiti Sains Malaysia on digital learning tools in mathematics. Special thanks to Finnish Education Solutions Sdn Bhd! @Ulkoministerio @FinEmbMy @flowpetri https://t.co/GzNzinI97D,,technology
YESUNG The 1st Album Special Edition [Floral Sense]  Digital Streaming Giveaway   💙For YouTube or Digital Streaming and iTunes Album  💙Refer to poster for details  💙From 27th Feb 6pm till 3rd Mar 6pm  Good Luck to all Malaysia ELF  #Yesung #Floral_Sense @shfly3424 @SJofficial https://t.co/Xqk9FmLdoK,,technology
Digital Marketing for Pure B2B and B2Gov in Malaysia   Best: Website + SEO + SEM + Whatsapp Worst: Facebook + IG  Overrated: Youtube Underrated: Linkedin + Email,,technology
"What's new with #Budget2023? From the economy, tax &amp  investments to digital incentives &amp  aid for the rakyat, here's everything you need to know to get up to speed.  Find out more on our microsite: https://t.co/FaNGMMY4FP  #MYPwCBudget #Bajet2023 #Belanjawan2023 https://t.co/q8TSdOwB2F",,technology
RM102 million has been allocated to a Digital Content Fund to improve and increase the production of creative works in Malaysia. #Belanjawan2023,,technology
"Themed Membangun Malaysia Madani (Developing Malaysia Madani)”, Budget 2023 will also see focus given to reducing government debt, the people, SMEs, green initiatives, and digital advancement.""",,technology
Communications and Digital Minister Fahmi Fadzil said today that he had instructed CyberSecurity Malaysia (CSM) to launch an investigation into the alleged download of data belonging to three million people from the MySejahtera (MySJ) app by a “super admin” account.  #MySejahtera https://t.co/B3zj9sY7sZ,,technology
"As the hub of News &amp  Future Affairs, we’re @501Awani extremely honored to receive this recognition. 🙏🏼  Thanks MEBA, Malaysia Digital Chamber of Commerce (MDCC) and Asia Pacific Business Council for Sustainability. 👍 https://t.co/MBP6XAU49g",,technology
"Expanding horizons in Malaysia-Venezuela trade relations!   The Embassy recently met with Lara State's Chamber of Commerce on 17 Feb 2023 to explore potential collaborations in digital products, palm oil, consumer goods, and capacity building programs for SMEs and cooperatives. https://t.co/iFwNe01elA""",,technology
"Digital health is the future, and the future is now.   Excited to see @AngsanaHealth and International Medical University, Malaysia taking the lead to educate healthcare professionals on the fundamentals of telehealth.",,technology
"I tweeted how a friend in digital marketing builds her career and increases her income steadily.  Should I share how my best friend started as an engineering intern in Malaysia to now working in Pirelli in Milan, working on McLaren etc, earning RM30k/month?  She's 31 y/o.",,technology
"Thank you Tech For Good Institute (TFGI) for co-organizing the Malaysia Roundtable Dialogue on Advancing “Tech for Good” in Malaysia, together with MyDIGITAL Corporation (MyDC)  MyDC CEO, Mr Fabian Bigar, spoke about national-level priorities to advance Malaysia’s Digital Economy https://t.co/vTjRO9jbo2",,technology
Had a meeting with the Deputy Minister of Finance about how @mymdec can help prosper Malaysia with a robust digital and tech ecosystem. Our goal is to attract more digital investment and benefit all Malaysians through Malaysia Digital. Exciting times ahead!  #MalaysiaDigital https://t.co/RuVu4CkkyO,,technology
"Tech: Govt to announce major digital investments in Malaysia soon, says Rafizi  - Bernama https://t.co/MSoJdOvvfo",,technology
"Attention to all Digital Nomads! Malaysia have so much to offer you &amp  we are launching the next location of #DERantau very soon! Follow us to know the latest updates on DE Rantau launch. For more information, visit https://t.co/o8D4kRw5Sa.  #SayaDigital #MalaysiaDigital https://t.co/GtHznAm0XU",,technology
@disclosetv Yup via digital wallets smart contracts. They did this in Malaysia if I'm not mistaken,,technology
"Can’t remember exactly but failed my add-math in SPM Trial and later got bad results for SPM.   Fast-forward, now working at Petronas Digital handling a SAP SaaS solution system and got the chance to travel all over Malaysia at almost entire Petronas’ OPU. Never give up.",,technology
Malaysia laying down the blueprint on how to invest in digital tech infrastructure. A leader in the region for tech dev. Glad to hear they are embracing the Web 3 industry. #mdec #Web3 https://t.co/hH1VeCqSfz,,technology
We're delighted to be the Digital Partner of the Malaysia Education Exhibition 2023 organised by @StudyAbroadMV! 🎓🧡  The Exhibition will be held from 21-22 February at Ahmadiyya International School. https://t.co/auQWO9clgN,,technology
"WE ARE HIRING 📣📣  1. Graphic / Digital Designer 2. Multimedia &amp  Motion Designer 3. 3D Designer / Animator 4. Social Media Intern  You love music, shows, entertainments or know anyone who does? Join our team!  ✉️engage@thebrandasia.com  #kerjakosong #jobvacancymalaysia https://t.co/NmdPJgUtkW",,technology
Fahmi and KDN must increase the ante for taking timely action so that malaysia moves with the right mindset. Groups that abuse freedom and digital platforms must be severely punished.,,technology
"Honored to make a courtesy call to YB Teo Nie Ching, Deputy Minister of Communication and Digital of Malaysia. We discussed many issues related to digitalization and cybersecurity and ways to develop Finland-Malaysia cooperation. 🇫🇮🇲🇾@Ulkoministerio @FinEmbMy #TeamFinland https://t.co/81IQeHCSmk",,technology
"Consul General Muzambli Markam attended the MAHK Year of Rabbit Lou Hei. CG Muzambli also met with representatives from the Royal Malaysian Customs Department, Malaysia Digital Economy Corporation, South China Morning Post, and the Mattel Hong Kong office. @muzambli https://t.co/hoQiMyaa4j",,technology
MDEC recently met with Ramssol Group Berhad &amp  Infinite Loop Media to strengthen collaboration through the Malaysia Digital Initiatives. MDEC continuously nurture such collaboration in championing Malaysia’s Digital Economy. #startupecosystem #SayaDigital #MalaysiaDigital https://t.co/lqcpQTupuA,,technology
Financial crimes flourishing in digital age! 💸📲🚨  Investment scams are still prevalent in Malaysia due to greed &amp  the lure of high returns. 🤑  The lack of awareness to differentiate between licensed regulated investments and fraud also escalates investment scams. 💸💵🤔 https://t.co/lzww92FBu4,,technology
A treat to remeet online post live to kick start the augmented layer of digital Event Design using #EventCanvas Methodology learning using @Mural to apply the newly acquired onsite design skills. Excited for the upcoming CED’ers enthusiasm of Cohort 41 from Sarawak Malaysia 🇲🇾 https://t.co/xFiJb2iAXc,Sarawak,technology
"Managed to bounce ideas with @sikkut, expert on Digital Government &amp  Artificial Intelligence Strategy from Digital Nation. It was a fruitful discussion with a number of avenues of cooperation being discussed &amp  possibly being looked into.  #Malaysia #Estonia #ASEAN #digitalisation https://t.co/GtMnJXtRbV",,technology
"Created my @digitallifeasia digital business card via @HiHello because I’m getting invited to cover press events here in Malaysia. It’s heartwarming, actually, since I’m just beginning to establish myself here.   You can add my contact details:  https://t.co/xYfp9oC1pR https://t.co/VC5Scbe978",,technology
"We call upon @fahmi_fadzil as the new minister of Communications and Digital to hasten reforms with regards to the S233 of the CMA, and other laws which are used to silence critics, specifically human rights defenders. https://t.co/NuTeGyvdMO",,technology
"1. International artistes who perform in Malaysia are required to respect the sensitivities of Malaysians, says Communications and Digital Minister Fahmi Fadzil.  He notes, artistes must also not portray traits that go against local values, including with their clothing. https://t.co/h7BUkJKkGB",,technology
"MDEC had a fruitful discussion with MATRADE to collaborate in positioning digital exports for Malaysia, aimed to grow local tech champions into global players. MATRADE will leverage its 47 global presence to solicit trade opportunities for local tech companies. https://t.co/UX2wVNtXGF",,technology
"Today, @mymdec had a productive meeting with @matrade to discuss our joint efforts in positioning digital exports for Malaysia. The discussion centered on the need for MATRADE &amp  MDEC to work together to promote Malaysian exports &amp  grow local tech champions into global players. https://t.co/zdl6VrRqCP",,technology
"Further reading:   Here's a whitepaper on Ramadan from Google: Winning Ramadan in Malaysia with Digital"" (2019)  https://t.co/RIIsN3KJSF""",,technology
"Yesterday was a full day of engagements for me. I also received Mr Denys Mykhailiuk, Chargé d'affaires of the Ukraine Embassy in Malaysia.  Mr Mykhailiuk shared about Ukraine's digital transformation effort that was launched in 2019. https://t.co/seSNWsAweu",,technology
"APAC digital Identity unconference coming up in Thailand - March 1-3. We have folks coming from Bhutan, Malaysia, India, Korea, Japan, Hong Kong, Sri Lanka, Philippines, Bangladesh. Looking forward to the conversations.  https://t.co/eVMRSWM3zZ",,technology
"1. The vulnerability identified in the MyJPJ app had been successfully overcome before it was launched, says Communications and Digital Minister Fahmi Fadzil.  Fahmi adds the Cyber Security Malaysia had identified the vulnerability of the app during the process of developing it. https://t.co/jjKd8rao1A",,technology
"I think Malaysia needs to learn from Australia how they digitalise everything. No road tax stickers, digital driving license. And yeah we don't have IC, your license is your ID, if you don't have a license, you'll get a proof of age card.",,technology
"We are proud to announce the launch of the Digital Export Enablement Programme for @ASEAN, with @Google and @ITCnews  SMEs from Brunei, Myanmar, Cambodia, Indonesia, Laos, Malaysia, Philippines, Singapore, Thailand and Vietnam are eligible to apply: https://t.co/n0B9JLJBzl #CoE https://t.co/UzwVLoqaDX",,technology
"The popular duo, Malaysia's favourite YouTubers, Jimmy and I Chang, have returned to the country as #DERantau pass holders &amp  Malaysia is the starting point for their digital nomad journey. Head to https://t.co/o8D4kRw5Sa today to find out more!  #SayaDigital #MalaysiaDigital https://t.co/j4RsezCmwL",,technology
Flimsy Road Tax Sticker No More: JPJ Moves To Digital LKM and LMM Starting Today  @JPJ_Malaysia @MOTMalaysia   https://t.co/mJfWrXEMVI https://t.co/rntCkdUKRM,,technology
no more annoying road tax stickers. @JPJ_Malaysia will be using these digital road tax qr codes instead.  thanks @anthonyloke https://t.co/PTBo7ECP57,,technology
"Congratulations to the new 🇲🇾government!   There are many opportunities for collaboration in cyberspace. The US looks forward to advancing our global, digital economy and Malaysia’s 5G trusted vendor rollout. https://t.co/wvhdg7dJjY",,technology
"@bigmagicdao Most digital nomads go to SE Asia and live very comfortably on a shoestring budget   I spent the last four months in Thailand Indonesia Malaysia Singapore, and spent $6,000 in total   4 star hotels are $30 a night (except SG)  Can't imagine how you rinsed $300,000 🤣",,technology
We attended a meeting with @mymdec today together with 11 other Malaysian missions throughout North and Latin America. We talked about prospective sectors and strategies for future partnerships aimed at attracting fresh digital investments to Malaysia. https://t.co/wIPtBYgFeL,,technology
BEING A NEW DIGITAL AGE CREATIVE TEAM IN MALAYSIA  https://t.co/L5m84BjAkP,,technology
"#Malaysia PM @anwaribrahim has inspected the guard-of-honour lined up to welcome him to #Thailand on his 1st visit as premier. PM @prayutofficial  received him at the government house where both are engaged in talks now. MoUs in digital economy, energy expected #มาเลเซีย #ไทย https://t.co/GXHJuZyunb",,technology
"We will create a distribution network to acquire #users for our app &amp  #crypto debit card business in Thailand, Vietnam, Malaysia, and Indonesia.  Our crypto #debitcard is designed to be user-friendly, making it simple for individuals to manage &amp  use their digital #assets.  3/6🧵",,technology
"Keluang Man was Malaysia's first superhero cartoon series in the 90's which combined 2D and 3D animation.  Today's #GoogleDoodle celebrates its creator, Kamn Ismail, a pioneer of digital animation in Malaysia, on his 67th birthday.  Read his story here → https://t.co/zzS1U05Bd7 https://t.co/PWxP1rHTcx",,technology
"Malaysia's Communications and Digital Minister @fahmi_fadzil in a zoom dialogue with Indonesian media hopes an association of ASEAN journalists be formed so that they be unified, promote free press and help grow ASEAN's potential as an economic hub to the world 📸zoom @Iswami1 https://t.co/4CEaxmU6QQ",,technology
"...Digital disinformation was a big issue during Malaysia's recent election. With several elections this year and next in SE Asia, we should expect to see more of this in ASEAN statements and from its members.",,technology
"In its endeavor to expand its reach across borders and cultures through various media and platforms, ABS-CBN formally announces the launch of MYX Radio, MORe, and TeleRadyo on Malaysia’s leading digital radio platform, SYOK ofAstroRadio.  https://t.co/DrG9shqHkA",,technology
".metaverse. for nanoSTIX Malaysia.  its a GO  A neo-futuristic digital venue, for concerts and product presentations. -SYARAWI- https://t.co/96ijX7Wbny",,technology
"Launch of the Malaysia’s Metaverse with Thomas 郭曉東, WebTVAsia &amp  铁人娱乐 Prodigee Asia Talent. Thanks Malaysia Digital Economy Corporation, Tourism Malaysia, Reneuf, Aeon Retail Malaysia and Oxwhite for support!  Visit the Malaysia’s Metaverse here: https://t.co/R1HvqnxMDu https://t.co/307hTJWgDl",,technology
"Next stop, @tradegovuk Minister @GregHands met with @EPUMalaysia Minister @rafiziramli.    Great discussion on how #UK &amp  #Malaysia can work together to grow our #digital #economy and partnership in #CleanGrowth.    🇬🇧🇲🇾 https://t.co/tDb80ElXbx",,technology
#1 Canada Hot 100 #1 Canada Digital Song Sales #1 Romania Songs #2 Romania Airplay #2 Bolivia Songs #2 Brazil Airplay #2 El Salvador #2 Hot Trending Songs #2 Malaysia Songs #2 Mexico Songs #2 Peru Songs #2 Panama Songs #2 Spain Songs,,technology
1st DIGITAL CONSTRUCTION SUMMIT (DSC): Accelerating Construction through Digital Technologies  A 2-day summit organised by Construction Research Institute of Malaysia (CREAM)  Click the link for more info on the event and to register.  https://t.co/j2kvtjiPQA https://t.co/ExBoKBepp9,,technology
"Glad to see positive progress on DE Rantau clarifying taxation obligations: a critical part of making the digital nomad visa program, and Malaysia's ambitions to attract high-tech talent, a success.",,technology
Moonlight Sunrise Debut:  #1 - QQ Korean Music Hot 100 #3 - Digital Song Sales #6 - 🇹🇼 Taiwan Songs #11 - 🇵🇭 Philippines Songs #11 - 🇸🇬 Singapore Songs #18 - Billboard Global Excl. US #19 - 🇲🇾 Malaysia Songs #20 - 🇯🇵 Billboard Japan Hot 100 #20 - UK Official Trending,,technology
"🇲🇾 Malaysia-made Katana Rama has been delayed with the goal of releasing sometime later this year.   Developed by @GhostMach, Katana Rama is a mobility based, fast paced action game where you play as a hacker program, with the mission of breaking out of a digital security system.",,technology
"Malaysia, Singapore framework on cooperation in digital economy can be role model for ASEAN countries - @tzafrul_aziz    https://t.co/QiJespryOW https://t.co/OJpfiUoKrq",,technology
"AMAZING VIBES in Sabah, Malaysia! #AbangBrooch shared some beautiful artwork by my international #nftcollectors of @cReaperZ_NFT @Digital_Dub01 &amp  @riyadkishi to hundreds of Biz Owners! Let's bring new normies to the #nftcommunity! TQ for supporting me!🙏😍 #NFTartists #nftartwork https://t.co/G7OaU4FBv8",Sabah,technology
"Its time to be part of Malaysia’s #5G revolution.   Upskill yourself 🎓  in 5G and other key digital technologies. Open up new possibilities , improve your employability &amp  be a digital hero.    Open to ALL university students in Malaysia 🇲🇾  Register NOW ⤵️",,technology
"Digital, green economy cooperation among agreements signed during Malaysia PM Anwar's visit to Singapore https://t.co/AhzncbU5d4 https://t.co/jHpN892Jcd",,technology
"Digital Power Malaysia will host the 2nd Annual Digital Power Summit at W-Hotel, KL on 15th Feb, 2023.  Stay tuned for the latest solution that will help us transit together in achieving carbon neutrality goals in Malaysia. https://t.co/CGpFYQzC2q",,technology
"The past 5+ years have been a blast, but I have made the short hop to CNA Digital’s Malaysia bureau, where I will report on the latest coming out of the country ahead of a move to KL as correspondent.",,technology
Minister of Communications &amp  Digital YB  @fahmi_fadzil attended the music concert. Lalita &amp  I are delighted to be part of  the mega event. Malaysia’s popular singer Datuk Seri #SitiNurhaliza made a special performance.Truly symbolic of India- Malaysia musical connect! @MEAIndia https://t.co/UsX9ps5Vt2,,technology
"1. The Malaysia Competition Commission has denied claims that it failed to end Touch n’Go Sdn Bhd and TnG Digital’s “monopolistic behaviour”.  MyCC says it is cognizant of the issues raised by FOMCA and the public, and has continuously monitored the market in which TnG operates. https://t.co/iKRIzyAOmc",,technology
"#MEASAT is proud to support YB @fahmi_fadzil, Minister of Communications and Digital's vision to advance Malaysia's digital economy.   #M3d will be a game-changer  providing data, voice &amp  video services to 3-5% of Malaysians not covered by fibre connectivity or wireless broadband",,technology
"Our Deputy Executive Chair and Assurance Partner, Nurul A'in Abdul Latif spoke about the importance of digital upskilling at the Applied Leadership Programme (ALP) launch recently.    We are honoured to be a sponsor for the ALP programme for a second year! https://t.co/P0ekYYTOAU",,technology
"The government has implemented policies to attract remote workers and digital nomads to the country, including the Malaysia Digital Economy Corporation's (MDEC) Digital Nomad"" visa.""",,technology
"In addition, Malaysia is quickly becoming a hub for digital nomads and entrepreneurs.",,technology
"Look no further than Malaysia, a country that offers low-cost living and endless opportunities for digital nomads.",,technology
Escape the High Cost of Living: Discover the Benefits of Living as a Digital Nomad in Malaysia.,,technology
"He expressed commitment to deepen relations with Malaysia, including in the areas of digital economy, climate crisis, and energy security. I look forward to working closely with him for the mutual benefits of our peoples. (2/2)",,technology
