text,location,interest
I also list some former cases with risks of identity fraud in this re-tweet: - Mass Data Leaks Sound Alarm About Taiwan’s Cybersecurity (2023) - 2022 Medibank incident - 2019 Malaysia Patient Data Leak  - 2018 SingHealth data breach - 2017 Equifax data breach,,technology
"Malaysia needs 27,000 cybersecurity knowledge workers by end-2025 #FMTNews #FMTBusiness  https://t.co/yfAlrIyL5q",,technology
"Decided to put my podcast episodes on YT.  Ep01 features a insightful conversation with Prof Husin Jazri, who I regard as the father of #cybersecurity in Malaysia.  Pls give it a thumbs up &amp  subscribe!  S01E01: Managing National Cyber Risk with Prof Jazz https://t.co/gT1FWwh65c",,technology
Fintechs like Touch 'n Go Group have embarked on consumer cyber security as an alternative offering to appeal to the mass consumers. Learn from this case study and be inspired: https://t.co/As2p4QaTz0 #fintech #cybersecurity #identityprotection @FSecure https://t.co/B5HiZtOUEK,,technology
"🌐 Exciting News for Cybersecurity Enthusiasts! 🌐  Mark your calendars for the upcoming Cyber Defense and Security Asia (Cyber DSA) event, scheduled to take place from 15th to 17th August 2023 in the vibrant city of Kuala Lumpur, Malaysia! 🇲🇾 🧵 https://t.co/lZfpJAoCoJ",,technology
The wait is over! Tomorrow's the day - CyberDSA 2023 is finally here! 🚀 Join us in Kuala Lumpur for an unforgettable cybersecurity experience. See you there!  🗓15-17 Aug 2023 📍Kuala Lumpur Convention Centre 🕙10:00am - 5:00pm  Register as a visitor at https://t.co/62KLYs1jSP https://t.co/Khh8YL8jQT,,technology
Just 1️⃣ day left until #CyberDSA2023! Don't miss out on this unparalleled experience.  🗓15-17 Aug 2023 📍Kuala Lumpur Convention Centre 🕙10:00am - 5:00pm  Register as a visitor at https://t.co/62KLYs0M3h  #cyberdsa2023 #cyberdefence #cybersecurity #MinDefMalaysia #MinDefUpdate https://t.co/dQRsL7QWAq,,technology
"Dah habis #PRN2023, baru ada masa nak trim jambang &amp  buat facial.  Even though I'm abroad in Saudi, Malaysia remains in my heart. I hope to see Malaysia advance like Saudi, especially in the Engineering, Science, IT &amp  Cyber Security industry. Insyallah.  We can make it. Don't… https://t.co/xU7SIJxUn0",,technology
The excitement is palpable! Only 3️⃣ days left until CyberDSA 2023 - where innovation meets cybersecurity excellence! 🌟 Register now to be part of the action.  🗓15-17 Aug 2023 📍Kuala Lumpur Convention Centre 🕙10:00am - 5:00pm  Register as a visitor at https://t.co/62KLYs0M3h https://t.co/SqKNXTWI1T,,technology
"Download: 'Digital Trust Insights 2023 - The Southeast Asia Perspective' from pwc, a survey of 122 business, tech &amp  cybersec execs across Indonesia, Malaysia &amp  Singapore https://t.co/aWtPQF2wpz #indonesia #malaysia #singapore #technews #asiatechnews #digitaleconomy #cybersecurity",,technology
The countdown is on! We're just 4️⃣ days away from the cybersecurity event of the year - CyberDSA 2023! 🚀 Don't miss out on this unparalleled experience.  🗓15-17 Aug 2023 📍Kuala Lumpur Convention Centre 🕙10:00am - 5:00pm  Register as a visitor at https://t.co/62KLYs0M3h https://t.co/oOfGYs7M2Y,,technology
The CEO of CyberSecurity Malaysia and the Executive Director of Aerosea Exhibitions Sdn Bhd made a live appearance on #AstroAwani to engage in a stimulating conversation on the topics of Cyber Security and #CyberDSA2023.  Watch the discussion here: https://t.co/HZWGZEkB9R,,technology
Tick-tock! Only 7️days left until #CyberDSA2023 takes Kuala Lumpur by storm! Don't miss this opportunity to be part of the cybersecurity revolution.  🗓15-17 Aug 2023 📍Kuala Lumpur Convention Centre 🕙10:00am - 5:00pm  Register as a visitor at https://t.co/62KLYs0M3h https://t.co/iVEyMIfjRJ,,technology
"Set a reminder for August 10, 2023, at 7:30 am to tune in to Awani. Astro is bringing on board the CEO of CyberSecurity Malaysia and the Executive Director of Aerosea Exhibitions Sdn Bhd. https://t.co/Dpl1Z89zSy",,technology
COVID-19 and the ‘Digital Quickening’ created consumer cyber security opportunities. Fintechs like Touch 'n Go eWallet rode on this opportunity to expand their offerings with consumer #cybersecurity. Learn more in this case study: https://t.co/As2p4QaTz0 #fintech #digitalbanking https://t.co/2DaJLBKmvo,,technology
"Frequency, severity of cybersecurity threats in Malaysia on the rise, says Sophos https://t.co/Dd1831bc94",,technology
"Here in Malaysia, the head of National Cyber Security Agency (@NACSAmalaysia) is Mrs Shariffah Rashidah and she has been very supportive of women in the  industry. Many others too. But I do feel there were lot more mansplaining"" when I'm attending conferences here.""",,technology
"Cheers to new beginnings! 🎉  Excited to introduce @ycchian04 - TPG Malaysia Lead. She is a Cybersecurity student and a committee member of Malaysia's biggest student-led blockchain club🌐   Witness the rise of TPG beyond the seas, flourishing in Malaysia!🌊 https://t.co/CKaydG9Dpf",,technology
"@EnovixBatteries and @rajtalluri, I hope that you're taking the issue of physical security (employee access) and cybersecurity very seriously in Malaysia and CA.    Our world runs on bribery and corruption, and criminals are after your stock and technology.  $ENVX",,technology
"Salah satu sebab kenapa aku tak nak kerja kat Malaysia.  Cyber security is a very stressful job, dealing with complex problems, complex solutions, 24/7 non-stop thinking, no rest, dealing with complex cyber attacks etc etc…  Bila tengok payslip hujung bulan… it’s not worth it…",,technology
Malaysia's Securities Commission has released new cybersecurity guidelines calling for stronger oversight and management of technology risks by investment and capital markets firms. Read more here: https://t.co/QMiYYzmTDn  @ISMG_News,,technology
🔒 Cybertron 2023 - Malaysia's 1st Experiential Cybersecurity Conference is just around the corner!   Secure your spot now: https://t.co/5BsRzM4BsY #Cybertron2023   #CybersecurityConference #ExperientialLearning #TechEvents https://t.co/f8JXYi2JWr,,technology
🗣 Announcement!!  We are closing the registration next week!  We are still accepting those who want to sponsor the event this year as an individual or through your orgs. Check out the sponsorship brochure at https://t.co/o0umcG6qL2  #mcc2023 #cybersecurity #malaysia #youth https://t.co/YaBNa7LuIT,,technology
The 8th INTERPOL Digital Forensics Expert Group (DFEG) Meeting will be held on 15-17 August 2023 in Kuala Lumpur in close cooperation with CyberSecurity Malaysia 🇲🇾 https://t.co/opFpQEdtv1,,technology
"Tune in to Selamat Pagi Malaysia, on 2nd August 2023 at 9.00 am, as TV1 will be featuring the Chief Executive Officer of CyberSecurity Malaysia and Executive Director of Aerosea Exhibitions Sdn Bhd. https://t.co/ejrPHvYchs",,technology
Cybercat has attempted to target a UK website with defacement but it appears its actually an online casino site from Malaysia.  #cybersecurity #infosec https://t.co/yRZkHf6Dnr,,technology
"The operation was carried out in collaboration with the police, Immigration Department, Customs Department, BNM, LHDN as well as Cyber Security Malaysia (CSM). https://t.co/s1mIppDq9i",,technology
"#SwinburneSarawak, CyberSecurity Malaysia and local company Nex Vision have recently inked a Memorandum of Understanding (#MoU), an important milestone in strengthening collaborative efforts to address the growing challenges in cybersecurity.  👇🏼👇🏼👇🏼  https://t.co/JGpHjKSSPY",,technology
"#NSTlifestyle #Malaysia is among the top three #phishing targets in Southeast Asia with a total of 8.27 million malicious emails blocked by #Kaspersky Anti-Phishing System in 2022, said the global #cybersecurity company.  https://t.co/KrOFt7XOLx",,technology
"Signing ceremony of a Memorandum of Understanding (MOU) between @UKISSTech and Masverse. Withness by Vice President of First Solar Malaysia Sdn Bhd, Dato’ P'ng Soo Hong and Chief Marketing Officer of Masverse Richard Koay.  #masverse #ukisstech #web3 #CyberSecurity https://t.co/ncFBPqjMtk",,technology
"Lovely to reconnect with friends &amp  colleagues  in Malaysia from IKWAM, Childline, Cybersecurity Malaysia &amp  MCMC. Discussing the changing digital environment, developing #criticalthinking #digitalresilience #wellbeing for #youngppl, #parents,  #professionals cc @mediha_m @wisekids https://t.co/NIN2Ql3A3F",,technology
"It's 30 days to CyberDSA 2023! Ready to elevate your cybersecurity game? Don't miss out on the opportunity to connect with industry leaders at CyberDSA 2023 in Kuala Lumpur, Malaysia.    🗓️: 15 - 17 August 2023  Kuala Lumpur Convention Centre   @CyberDsa",,technology
"It's 30 days to CyberDSA 2023! Ready to elevate your cybersecurity game? Don't miss out on the opportunity to connect with industry leaders at CyberDSA 2023 in Kuala Lumpur, Malaysia.  🗓️: 15 - 17 August 2023 📍: Kuala Lumpur Convention Centre 🕰️: 10.00am - 6.00pm https://t.co/V3CmdVSYcS",,technology
How Sartsatat Cracked His CISSP Exam - Smooth study review  https://t.co/2FNEwv3ALT * #cissp #infosec #cybersecurity #security #cyber #informationsecurity #tech #technology #ccsp #singapore #thailand #taiwan #taipei #tokyo #seoul #malaysia #bangkok #australia #sydney #melbourne,,technology
"We are thrilled to witness the most recent achievement of our strategic intelligence partner Velum Labs. 🎉   Read the full article here: https://t.co/JL2WKoIuOQ  🤝 Velum Labs sealed a collaboration agreement with NACSA (National Cyber Security Agency of Malaysia) to strengthen,…",,technology
"Join us tomorrow (13thJuly) at CYDES 2023 for a Fireside Chat with Adnan Mohd Shukor, Head of Cyber Intelligence at Velum Labs. Explore Malaysia's cyber threats, gain insights, and enhance your organization's cybersecurity defenses.  #WeAreSapura #SapuraVelum #VelumLabs https://t.co/B6EDTjrT0v",,technology
"CyberSecurity Malaysia, a company limited by guarantee and which also plays an important role in strengthening the cyber security ecosystem in Malaysia, will be placed under Nacsa to avoid duplication and confusion,” he added.  https://t.co/2ffFE2hU3G""",,technology
"Malaysia 🇲🇾 ’s Dty PM outlines ambitious agenda for cybersecurity.  Acknowledging, inter alia, the threat of state-based actors, he announces: - endorsement of @NACSAmalaysia as central gov’t coordinator  - upcoming cybersecurity bill  &amp   - transfer of @cybersecuritymy to NACSA https://t.co/buESo07MQR",,technology
"1 𝐡𝐚𝐫𝐢 𝐥𝐚𝐠𝐢...  Cyber Defence and Cyber Security Exhibition and Conference (CYDES) 2023 dengan tema BUILDING CYBER RESILIENCE: SAFEGUARDING THE DIGITAL FUTURE akan berlangsung dari 10 hingga 13 Julai 2023 di Malaysia International Trade and Exhibition Centre (MITEC), https://t.co/PmylBn3kzm",,technology
Don't know what Malaysia Cybersecurity Camp is about? Interested in attending but not sure what the benefit will be? Check this Linkedin post from the MCC's organiser!  https://t.co/8ZEdNQn7Zo  #mcc #mcc2022 #mcc2023 #cydes2023 #cybersecurity #youth #community,,technology
"2 𝐡𝐚𝐫𝐢 𝐥𝐚𝐠𝐢...  Cyber Defence and Cyber Security Exhibition and Conference (CYDES) 2023 dengan tema BUILDING CYBER RESILIENCE: SAFEGUARDING THE DIGITAL FUTURE akan berlangsung dari 10 hingga 13 Julai 2023 di Malaysia International Trade and Exhibition Centre (MITEC), https://t.co/KD7aZmLyFq",,technology
"Today, we were honored to present CyberDSA 2023 to the esteemed AIBP Singapore delegation at CyberSecurity Malaysia. Mr. Azrul Nazim, Project Director of CyberDSA, shared insights on our event program, including conferences, forums, tracks, and official ceremonies. https://t.co/gHnBmZ19js",,technology
"4 𝐡𝐚𝐫𝐢 𝐥𝐚𝐠𝐢...  Cyber Defence and Cyber Security Exhibition and Conference (CYDES) 2023 dengan tema BUILDING CYBER RESILIENCE: SAFEGUARDING THE DIGITAL FUTURE akan berlangsung dari 10 hingga 13 Julai 2023 di Malaysia International Trade and Exhibition Centre (MITEC), https://t.co/pOmL5P9QLo",,technology
"𝟓 𝐡𝐚𝐫𝐢 𝐥𝐚𝐠𝐢...  Cyber Defence and Cyber Security Exhibition and Conference (CYDES) 2023 dengan tema BUILDING CYBER RESILIENCE: SAFEGUARDING THE DIGITAL FUTURE akan berlangsung dari 10 hingga 13 Julai 2023 di Malaysia International Trade and Exhibition Centre (MITEC), https://t.co/lmI8qMMC6q",,technology
"6 𝐇𝐚𝐫𝐢 𝐥𝐚𝐠𝐢...  Cyber Defence and Cyber Security Exhibition and Conference (CYDES) 2023 dengan tema BUILDING CYBER RESILIENCE: SAFEGUARDING THE DIGITAL FUTURE akan berlangsung dari 10 hingga 13 Julai 2023 di Malaysia International Trade and Exhibition Centre (MITEC), https://t.co/GY3vTeDo66",,technology
"CYDES 2023, the world’s first integrated cyber defense, cyber security, and emerging technology event, is set to take place from 10-13 July. Register today! https://t.co/1St2aepXSe  @CYDESMY #Malaysia #kualalumpur #Cyberdefense #cyberthreats #Cybersecurity #Emergingtechnology https://t.co/02eTP1wmDd",,technology
𝟕 𝐇𝐚𝐫𝐢 𝐥𝐚𝐠𝐢...  Cyber Defence and Cyber Security Exhibition and Conference (CYDES) 2023 dengan tema BUILDING CYBER RESILIENCE: SAFEGUARDING THE DIGITAL FUTURE akan berlangsung dari 10 hingga 13 Julai 2023 di Malaysia International Trade and Exhibition https://t.co/e351OLfxTg,,technology
"We were delighted to hear from Hon @fahmi_fadzil, Minister of Communications and Digital Malaysia in a keynote address at #LTW2023.   Hon Fahmi discussed building a modern, trusted, and resilient tech ecosystem as well as the importance of cybersecurity. https://t.co/CKPq9i629j",,technology
Must-have for the CISSP exam: https://t.co/9k5es8Zajg  #cissp #infosec #cybersecurity #security #cyber #informationsecurity #tech #technology #cloudsecurity #ccsp #hanoi #singapore #malaysia #taiwan #taipei #tokyo #seoul #malaysia #jakarta #australia #sydney #melbourne https://t.co/iQaEMaUkjY,,technology
"Our own Alex Lyons took the stage yesterday at the 23rd FBI National Academy Associates - Asia Pacific Retraining Conference in Kuala Lumpur, Malaysia.  https://t.co/3vDohVCyDi  #FBINAA #AsiaPacific #LawEnforcement #Government #Cybersecurity #InformationTechnology #DekkoSecure https://t.co/MI6R43Hwln",,technology
Xtremax is hiring IT Security Consultant (Malaysia).  ✍️  Apply now: https://t.co/m1R3Ejphm8  #cybersecurity #cybersecurityjobs #cybersec #fulltime #fulltimejobs #consultant #consultantjobs,,technology
#Malaysia to take legal action against Meta over malicious content on #Facebook!  https://t.co/PqELEdmuTx  #META #RCE #ZeroTrust #ZeroDay #cybercrime #hacker #privacy #APT #bot #CISO #DDoS #hacking #phishing #CyberAttack #cybersecurity #Security #infosec #AppSec #CyberSec…,,technology
Hahahaha kau ingat Cyber Security Malaysia check history google centu je ke🤣🤣  The best thing to do is burn your phone,,technology
"The government is in the midst of preparing better policies and laws related to data and cybersecurity to make Malaysia Asia’s digital hub, said Communications and Digital Minister @fahmi_fadzil   https://t.co/ETh3eA74ae",,technology
"Grab a cup of kopi-o!  In this episode, Mohamed Kheirulnaim, from the National Cyber Security Agency (NACSA) in Malaysia, narrates his path to becoming the Head of IR &amp  CTI at NC4 and provides insight into his daily responsibilities.   #cybersecurity    https://t.co/8W4EVq1IJz",,technology
Sembang Santai with experts! ☕️☕️ Details: https://t.co/g2cNN2GXIM  #mcc2022 #alumni #mcc2023 #cybersecurity #workingoverseas #expat #hacking #specialists #redteam #blueteam #malaysia #journey #experience #buatduitbanyak #orangkaya https://t.co/x536sIh4cI,,technology
"❗  Happening NOW ⏰   If you're at the Cyber Security Asia 2023 conference in #KualaLumpur, #Malaysia, you will not want to miss this! https://t.co/YP8iA4XRJo",,technology
"We're looking forward to being in Kuala Lumpur, Malaysia next week for the 23rd FBI National Academy Associates - Asia Pacific Retraining Conference @fbinaaap  Be sure to stop by and say hello to the @DekkoSecure team if you're attending.   #FBINAA #LawEnforcement #Cybersecurity https://t.co/yC7UV2WGEq",,technology
New technologies that enable remote and hybrid work also bring about new cyber risks. Explore Malaysia's #cybersecurity landscape in PwC's 2023 Global Digital Trust Insights: https://t.co/nYC2c0qXE1 #DTI2023 https://t.co/sJNOVfMJSL,,technology
🇲🇾 #NSTnation Prime Minister Datuk Seri Anwar Ibrahim said Malaysia is drafting a new law to bolster the country's resilience and response to cyber threats. #CyberSecurity   #malaysia #mostliked https://t.co/GP9fmdCs4k,,technology
"Read InfoSecSherpa's #InfoSec and #DataPrivacy News Roundup for Thursday, June 15, 2023 🇲🇾  Features the @NST_Online article, New law to boost #cybersecurity in Malaysia.""  https://t.co/SG7SLkVkeM https://t.co/f7AOO5ursC""",,technology
#NSTnation Prime Minister Datuk Seri Anwar Ibrahim said Malaysia is drafting a new law to bolster the country's resilience and response to cyber threats. #CyberSecurity  https://t.co/g6m0ff7NS7,,technology
Two Prudential companies in Malaysia confirm affected by MOVEit cyber security incident https://t.co/x5IPbnRCdI  https://t.co/x5IPbnRCdI,,technology
Prudential says there has been a cyber security incident in Malaysia.,,technology
"Have you registered? Get ready to connect with the top players in the cybersecurity industry at CyberDSA 2023 in Kuala Lumpur, Malaysia!  🗓️: 15 - 17 August 2023 📍: Kuala Lumpur Convention Centre 🕰️: 10.00am - 6.00pm https://t.co/b5iEOylwoY",,technology
Thomvell International welcomes @manageengine  as #CSA2023 Silver Sponsor to Malaysia's Premier Cyber Security Conference this 19-20 June 2023 Sheraton Imperial Kuala Lumpur  Dm izzaty@thomvell.com to register for #CSA2023 conference &amp  visit ManageEngine booth. https://t.co/B8GU6sWdbL,,technology
"Kudos to CyberSecurity Malaysia for a successful Townhall. Enjoyed discussing cybersecurity policies, even got to query Minister Fahmi Fadzil on budgeting for CyberSecurity Awareness in Malaysia. #EffendyZulkifly #cybersecurity #WBF2023 https://t.co/LGRzX5Fp5k",,technology
How Mallika Cracked Her CISSP Exam!  https://t.co/mDp1Qg0MHe * * #cissp #security #cybersecurity #infosec #cloudsecurity #pune #bengaluru #chennai #cyber #tech #databreach #data #firewall #risk #malaysia #dhaka #singapore #cisspsuccess #isc2,,technology
"Cybersecurity group @GroupIB links recent wave of phishing scams targeting people in UAE to Chinese-speaking gangs, messages originate in Malaysia and Thailand. 1/2 https://t.co/xMoAISIvQt https://t.co/Cw9X2xqZBb",,technology
"As #GenAI becomes essential to business growth, trust remains a challenge. @kpmg_malaysia Head of Technology Consulting Alvin Gan suggests 3 keys to responsible and secure AI adoption:  1️⃣ Employee training 2️⃣ #Data management 3️⃣ #Cybersecurity policies  Read:",,technology
"We are excited to announce the return of its Cybersecurity, IT Assurance and Governance (CIAG) Conference! The 2023 CIAG will be held on 23rd and 24th August. Book your dates before 31 July 2023 to enjoy the Early-Bird discount!! https://t.co/Q11EnQhTrj",,technology
What lies ahead for organisations amidst a volatile #cybersecurity landscape? Explore Malaysia key findings from PwC's Global Digital Trust Insights report here: https://t.co/y8nZlPmnB3   #DTI2023 https://t.co/3IC2jpGQQW,,technology
"Yep, you read it right.  The form is now available https://t.co/ffzuMx9iVa  We will close the registration in August 2023.  Plenty of time. No rush.  MCC official website: https://t.co/5cbsn0vy5O #mcc2023 #cybersecurity #hacking #redteam #blueteam #malaysia #cybercamp https://t.co/buVhJbxMFx",,technology
"#Malaysia 🇲🇾 - LockBit ransomware group has announced Pentech Solution on the victim list  Pentech Solution provides cyber security, infrastructure, networking and consultancy services.""  #DarkWeb #ransomware https://t.co/9mU4W8uNCB""",,technology
"@NewsBFM Notice how there isn’t any computing, big data or cyber security skill training.  While Malaysia imports those skilled engineers from India 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️",,technology
"Almost 50% of our goal  It started well, and still going. Thank you everyone for chipping in to sponsor our Malaysian player to IC3 Games finals in July 31.   To contribute, please visit: https://t.co/bsN2OIiicE  #malaysia #crowdfunding #ic3games #cybersecurity #nextgencybersec",,technology
"69 Days Left for the Cyber Security world-class exhibition and conference program at Kuala Lumpur, Malaysia  Cyber DSA 2023 is your chance to connect with the biggest and startup tech companies, speakers, trainers, enterprises, and government delegations. https://t.co/S4JY7AS3oH",,technology
"Realities of #Huawei ban hitting Asian countries.  https://t.co/LHFgcVJ6pY   Although not stated, lack of cost-effective alternatives, China's political cloud behind Malaysia's refusal...   #Security #NationalSecurity #CyberSecurity   @TheRegister @TheDanRobinson",,technology
"Malaysia goes its own Huawei, won't ban Chinese vendor from 5G network: Country to have two networks as first buildout falls behind schedule  Malaysia could be putting itself on a collision course with the EU and US as the… #cybersecurity #infosec https://t.co/3JWIENa8Cl https://t.co/Cs2WPoYPOQ",,technology
Malaysia has potential. We all know that. If you want external validation then put money where mouth is.  Get Jack Selby to be a lead investor for a Malaysian startup. He recently did that for a US/SG cybersecurity firm Right-Hand Cybersecurity.  https://t.co/AMLbwxcnGX,,technology
"Cybersecurity banyak bidang, not focusing only on coding. We audit, analysed, configure, testing the system that are in use. Also can join the forces in regulating the policy in malaysia.",,technology
"A very good meeting between the Selangor Research Institute and YBM Fahmi Fadzil, Communications and Digital Minister of Malaysia. Discussed planned alignments of Selangor Initiatives with the Federal Government in Digital Economy, 5G and Cybersecurity. https://t.co/4c2JQraCZt",,technology
"A very good meeting with YBM @fahmi_fadzil, Communications and Digital Minister of Malaysia. Discussed planned alignments of Selangor Initiatives with the Federal Government in Digital Economy, 5G &amp  Cybersecurity.  When 2 Fahmis get together, good things will happen! https://t.co/bJrSAlZsd8",,technology
"Useful read from @Shadowserver on cyber threat activity, devices &amp  their vulnerabilities in #Indonesia #Malaysia #Philippines #Thailand   https://t.co/XwMOlLeXVt  #ASEAN #CyberSec #cybersecurity #netgov",,technology
"This week @UNODC_MCP held a 2-day course on Countering Cyber Security Threats to Maritime Law Enforcement Agencies in Malaysia🇲🇾, designed to increase understanding &amp  awareness of how to safeguard maritime navigational, communication and other electronic systems #BorderManagement https://t.co/dafVRVIWBb",,technology
@Brrysmth1 @BAMalaysia60 @theone_xyz @craigansibin @DarenceChan @akemasyraf @BA_Malaysia @shuttle_tiger @SykrhZlkfly @HelloBWJr26 @MalaysiaBL @chemabulsayang Juat report it to the police. Malaysia police has a surprisingly good cyber security team. You even have the account holder’s name. It’s going to be an easy job for them. Just report it,,technology
Progress meeting discussion with Cybersecurity Malaysia @ZabriTalib https://t.co/FOBo7SgVxJ,,technology
"En. Wan Murdani, MDEC's Director of Digital Enablers, shared insights on strengthening Malaysia's aerospace cybersecurity during his panelist session in #LIMA2023 today. #SayaDigital #MalaysiaDigital https://t.co/btCznxlwAn",,technology
"Don't miss the game-changing session at #LIMA2023! Join En. Wan Murdani Wan Mohamad, MDEC's Director of Digital Enablers, as he unveils the secrets of Strengthening Aerospace Cybersecurity in Malaysia. Be prepared to secure our skies!  #SayaDigital #MalaysiaDigital https://t.co/FEbFeNK3Kf",,technology
Cyber security is a joke in Malaysia... check your card statements people. Stay on top of it and report anything that wasnt your purchase.,,technology
"ManageEngine's CybersecMalaysia Conference booth is buzzing! Visit our booth #2 at the grand ballroom of Pullman KLCC Malaysia and see what everyone's talking about in cybersecurity, and more! https://t.co/xdEMUe3iQw",,technology
1001 problems in malaysia.  ringgit’s value is depreciating we have a housing crisis scams are all time high cybersecurity is getting worse child SA cases are increasing contract doctors issue not resolved education cost is too high  but whats actually being prioritised:,,technology
"An invaluable alliance is taking shape! With stalwart Royal Malaysia Police 🇲🇾 n the generous support from our esteemed US partner @usembassykl, we @UNODC_SEAP are committed to confronting cryptocurrency crimes.  @danielaeilberg @o_h1992 #cybersecurity"" https://t.co/rVdSQNeByx""",,technology
Thrilled to support Asia Pacific Cybersecurity Conference 2023 organized by MASA &amp  SAINS! Promoting cybersecurity as a key enabler for Malaysia Digital (MD). Honored to have YAB Premier of Sarawak &amp  YB Minister of KKD officiate the event.   #SayaDigital #MalaysiaDigital https://t.co/5SiGiZU1Aa,,technology
"Malaysian student, @mechfrog88 representing Asia Team to compete against the world.   Need help from everyone to cover his traveling and accommodation. Details:  ⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜ 0% of goal on Ko-fi! https://t.co/loVryCVgKt  #ic3games #Malaysia #cybersecurity #competition",,technology
#CSA2023 welcomes @Utimaco  to Malaysia's premier Cyber Security Conference on 19-20 June 2023 Sheraton Imperial Kuala Lumpur.  Dont miss out. dm izzaty@thomvell.com for more details. https://t.co/K7ttPXLT2f,,technology
Welcome to Malaysia Acronis team! Congratulation on you 20th anniversary. Im very interested in your #cyberfit program too.   Hopefully CSM and Acronis can collaborate in producing more competent cybersecurity professionals in future.  Pls ensure compliance to BNM RMiT ya.. https://t.co/YKNFjLXoWk,,technology
"Interested in working in the Big 4? Now is your chance!  Build your career in cybersecurity with KPMG Malaysia. Hybrid work environment, culturally diverse, active lifestyle, local values, and global exposure   Positions and link in the 🧵 below 👇 https://t.co/kqU0hdxUm7",,technology
What has been the key driver of growing #cybersecurity risk exposure for organisations in Malaysia? Explore Malaysia's key findings from @PwC's 2023 Global Digital Trust Insights survey at https://t.co/nYC2c0qXE1  #DTI2023 https://t.co/Wk2qU5eC5g,,technology
".@TW_in_MY &amp  @usembassykl organized the 1st #GCTF workshop held in an @ASEAN country! Experts from #Taiwan🇹🇼, #US🇺🇸 &amp  #Malaysia🇲🇾, including @TAIWANmoda &amp  @NACSAmalaysia officials, addressed key digital economy topics, such as cyber security &amp  disinformation countermeasures. https://t.co/TgHBk6FDGC",,technology
". @Acronis, unveils new Cyber Cloud #DataCenter in Kuala Lumpur, Malaysia.  Now Acronis partners can access cyber protection solutions, that efficiently manage clients' data protection requirements.  Read here ➡️ https://t.co/xK8HU1wyTh  #cloudcomputing #Cybersecurity https://t.co/6QxKXkRj5z",,technology
"We're excited to welcome @BAESystemsplc Digital Intelligence as the Platinum Sponsor for CyberDSA 2023 - the premier cybersecurity event in Kuala Lumpur, Malaysia! Join us this August and connect with experts, practitioners, and thought leaders from across the industry. https://t.co/4M1g565PT5",,technology
Exciting news! Trainocate Malaysia and @ECCOUNCIL are joining forces to empower you in the world of cybersecurity! 🚀  Let's embark on this cybersecurity journey together!  Learn more: https://t.co/LjejzZxMDD  #TrainocateMalaysia #ECCouncil #Partnership #CybersecurityTraining https://t.co/E40V6ZRUmu,,technology
"At Sapura, we take great pride in our mission to create value for our nation through indigenous technology, powered by local expertise. MADE BY SAPURA, FOR MALAYSIA #WeAreSapura #Sapura #Defence #Cybersecurity #LIMA23  https://t.co/jh7pitK9ec",,technology
CISSP Practice Question: Security Management  https://t.co/cCgK9S7N45 * * #cissp #infosec #cybersecurity #security #cyber #informationsecurity #tech #technology #cloudsecurity #ccsp #hanoi #singapore #malaysia #taipei #tokyo #seoul #malaysia #jakarta #australia #sydney #melbourne,,technology
"@mrbcyber Perhaps Malaysia cyber security capability goes beyond checking the  Made In..."" stamp?""",,technology
Cyber Attacks on #Malaysia: #Kerala Cyber #Xtractors List Energy Commission of Malaysia as Victim.   https://t.co/NSQmpvo9zM   #cyberattack #DDoS #HackerNews #cybersecuritynews #cybersecurity #hackers #datatheft #energy #cyberexpress #cti https://t.co/xt0EWyhCZH,,technology
Insane hypocrisy by the EU: Germany's own cybersecurity agency BSI uses Huawei internally itself to secure their communication!  And then going to lecture Malaysia that it's not safe? 🤡,,technology
".@crdfglobal is sponsoring professional #cybersecurity certifications for citizens of: Brazil, Bulgaria, Chile, Croatia, Indonesia, Kenya, Malaysia, Morocco, Romania, Serbia, Singapore, South Africa, Taiwan, Thailand, Ukraine, and Vietnam. Apply here: https://t.co/P23z1hJLjF https://t.co/U0VOpjlACQ",,technology
Must-have for the CISSP exam: https://t.co/9k5es8Zajg  #cissp #infosec #cybersecurity #security #cyber #informationsecurity #tech #technology #cloudsecurity #ccsp #hanoi #singapore #malaysia #taiwan #taipei #tokyo #seoul #malaysia #jakarta #australia #sydney #melbourne https://t.co/P2wSGP2NDu,,technology
"“We anticipate and are preparing for the criminals to publish more  information including additional customer names and NRIC (numbers),” AKPK said in a statement today  #theSun #theSundaily #darkweb #cybersecurity #data #Malaysia   https://t.co/eO2lTY2zBh",,technology
"#Cybersecurity attacks are on the rise for organisations, and Malaysian companies are expecting similar trends in threats associated with emerging technologies. Explore how executives can work together for cyber-ready futures: https://t.co/y8nZlPmnB3 https://t.co/zeueOGOG4k",,technology
More about Malaysia's disappointing cybersecurity management: https://t.co/VEXYKgrPCL,,technology
"please antara dorang ni mostly educated but no job for them in home country. I’ve met one Bangladeshi, he has a degree in IT specialising in Cyber Security, masuk Malaysia jadi guard. Guess why? Because thats how much WE MALAYSIAN look down on them, dorang lagi pandai dari kita.",,technology
Cyber security continues to be a top concern in Malaysia  https://t.co/oriO0sst2o #malysia #cybersecurity #cyberattack #cybercrime,,technology
@StarFyr3z ah yes Stanley is a very Malaysian name for a Malaysian who worked in Malaysia cybersecurity agency- https://t.co/wnqxlJSHm2,,technology
